id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
40073,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40074,Women Tshirts,8,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40075,Women Tshirts,8,maroon,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40076,Women Tshirts,8,white,boxy,crop,printed,solid,short sleeves,regular sleeves,default,,
40077,Women Tshirts,8,multicolor,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40078,Women Tshirts,8,multicolor,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40079,Women Tshirts,8,multicolor,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40080,Women Tshirts,8,multicolor,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40081,Women Tshirts,8,multicolor,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40082,Women Tshirts,8,pink,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40083,Women Tshirts,8,multicolor,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40084,Women Tshirts,8,pink,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40085,Women Tshirts,8,yellow,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40086,Women Tshirts,8,white,boxy,crop,printed,quirky,short sleeves,regular sleeves,default,,
40087,Women Tshirts,8,yellow,loose,regular,printed,typography,short sleeves,regular sleeves,default,,
40088,Women Tshirts,8,pink,regular,crop,printed,typography,long sleeves,regular sleeves,default,,
40089,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40090,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40091,Women Tshirts,8,white,regular,crop,printed,default,long sleeves,regular sleeves,default,,
40093,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40094,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40095,Women Tshirts,8,yellow,,crop,printed,graphic,short sleeves,regular sleeves,default,,
40096,Women Tshirts,8,white,boxy,crop,printed,graphic,short sleeves,regular sleeves,default,,
40097,Women Tshirts,8,white,regular,regular,solid,solid,short sleeves,regular sleeves,default,,
40098,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40099,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40100,Women Tshirts,8,black,,,printed,typography,short sleeves,regular sleeves,default,,
40101,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40102,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40103,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40104,Women Tshirts,8,default,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40105,Women Tshirts,8,black,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40106,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40107,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40108,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40109,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40110,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40111,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40112,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40113,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40114,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40115,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40116,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40117,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40118,Women Tshirts,8,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40119,Women Tshirts,8,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40120,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40121,Women Tshirts,8,black,,crop,printed,funky print,short sleeves,regular sleeves,default,,
40122,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40123,Women Tshirts,8,white,boxy,crop,printed,funky print,short sleeves,regular sleeves,default,,
40124,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40125,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40126,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40127,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40128,Women Tshirts,8,default,regular,crop,printed,default,short sleeves,regular sleeves,default,,
40129,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40130,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40131,Women Tshirts,8,black,,crop,printed,funky print,short sleeves,regular sleeves,default,,
40132,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40133,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40134,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40135,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40136,Women Tshirts,8,black,,crop,printed,funky print,short sleeves,regular sleeves,default,,
40137,Women Tshirts,8,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40138,Women Tshirts,8,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40139,Women Tshirts,8,white,regular,regular,default,default,short sleeves,regular sleeves,default,,
40140,Women Tshirts,8,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40141,Women Tshirts,8,pink,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40142,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40143,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40144,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40145,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40146,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40147,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40148,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40149,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40150,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40151,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40152,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40153,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40154,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40155,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40156,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40157,Women Tshirts,8,yellow,,regular,printed,funky print,short sleeves,regular sleeves,default,,
40159,Women Tshirts,8,maroon,,regular,printed,graphic,short sleeves,regular sleeves,default,,
40160,Women Tshirts,8,black,,regular,printed,quirky,short sleeves,regular sleeves,default,,
40161,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40162,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40163,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40164,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40165,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40166,Women Tshirts,8,multicolor,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40167,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40168,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40169,Women Tshirts,8,multicolor,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40170,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40171,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40172,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40173,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40174,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40175,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40176,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40177,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40178,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40179,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40180,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40181,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40182,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40183,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40184,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40185,Women Tshirts,8,default,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40186,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40187,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40188,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40189,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40190,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40191,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40192,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40193,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40194,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40195,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40196,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40197,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40198,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40199,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40200,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40201,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40202,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40203,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40204,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40205,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40206,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40207,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40208,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40209,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40210,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40211,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40212,Women Tshirts,8,white,boxy,crop,printed,quirky,short sleeves,regular sleeves,default,,
40213,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40214,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40215,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40216,Women Tshirts,8,white,regular,regular,solid,solid,short sleeves,regular sleeves,default,,
40217,Women Tshirts,8,white,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40218,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40219,Women Tshirts,8,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40220,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40221,Women Tshirts,8,,,,printed,quirky,short sleeves,regular sleeves,default,,
40222,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40223,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40224,Women Tshirts,8,white,,crop,printed,funky print,short sleeves,regular sleeves,default,,
40225,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40226,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40227,Women Tshirts,8,black,,crop,printed,typography,short sleeves,regular sleeves,default,,
40228,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40229,Women Tshirts,8,multicolor,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40230,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40231,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40232,Women Tshirts,8,black,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40233,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40234,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40235,Women Tshirts,8,white,boxy,crop,printed,graphic,short sleeves,regular sleeves,default,,
40236,Women Tshirts,8,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40237,Women Tshirts,8,yellow,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40238,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40239,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40240,Women Tshirts,8,black,,crop,printed,typography,short sleeves,regular sleeves,default,,
40241,Women Tshirts,8,black,regular,crop,printed,default,short sleeves,regular sleeves,default,,
40242,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40243,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40244,Women Tshirts,8,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40245,Women Tshirts,8,black,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40246,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40247,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40248,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40249,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40250,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40251,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40252,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40253,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40254,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40255,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40256,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40257,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40258,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40259,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40260,Women Tshirts,8,default,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40261,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40262,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40263,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40264,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40265,Women Tshirts,8,pink,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40266,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40267,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40268,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40269,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40270,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40271,Women Tshirts,8,pink,regular,crop,printed,typography,short sleeves,regular sleeves,default,,
40272,Women Tshirts,8,default,regular,crop,printed,typography,short sleeves,regular sleeves,default,,
40273,Women Tshirts,8,yellow,regular,crop,printed,typography,short sleeves,regular sleeves,default,,
40274,Women Tshirts,8,maroon,regular,crop,printed,typography,short sleeves,regular sleeves,default,,
40275,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40276,Women Tshirts,8,white,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40277,Women Tshirts,8,multicolor,regular,crop,printed,typography,short sleeves,regular sleeves,default,,
40278,Women Tshirts,8,multicolor,regular,crop,printed,typography,short sleeves,regular sleeves,default,,
40279,Women Tshirts,8,white,boxy,crop,printed,quirky,short sleeves,regular sleeves,default,,
40280,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40281,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40282,Women Tshirts,8,white,loose,long,printed,typography,short sleeves,regular sleeves,default,,
40283,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40284,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40285,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40286,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40287,Women Tshirts,8,black,regular,regular,printed,typography,default,regular sleeves,default,,
40288,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40289,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40290,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40291,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40292,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40293,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40294,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40295,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40296,Women Tshirts,8,white,boxy,crop,printed,typography,long sleeves,regular sleeves,default,,
40297,Women Tshirts,8,maroon,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40299,Women Tshirts,8,maroon,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40300,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40301,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40302,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40303,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40304,Women Tshirts,8,white,regular,crop,printed,typography,default,regular sleeves,default,,
40305,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40306,Women Tshirts,8,pink,,crop,printed,default,short sleeves,regular sleeves,default,,
40307,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40308,Women Tshirts,8,default,loose,regular,printed,typography,short sleeves,regular sleeves,default,,
40309,Women Tshirts,8,pink,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40310,Women Tshirts,8,maroon,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40311,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40312,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40313,Women Tshirts,8,multicolor,,crop,printed,solid,short sleeves,regular sleeves,default,,
40314,Women Tshirts,8,multicolor,,crop,printed,funky print,short sleeves,regular sleeves,default,,
40315,Women Tshirts,8,pink,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40316,Women Tshirts,8,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40317,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40318,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40319,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40320,Women Tshirts,8,multicolor,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40321,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40322,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40323,Women Tshirts,8,black,regular,crop,printed,typography,long sleeves,regular sleeves,default,,
40324,Women Tshirts,8,,,crop,printed,funky print,short sleeves,regular sleeves,default,,
40325,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40326,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40327,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40328,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40329,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40330,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40331,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40332,Women Tshirts,8,default,regular,crop,printed,typography,long sleeves,regular sleeves,default,,
40333,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40334,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,default,,
40335,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40336,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40337,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40338,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40339,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40340,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
40341,Women Tshirts,8,yellow,regular,crop,printed,typography,long sleeves,regular sleeves,default,,
40342,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40343,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40344,Women Tshirts,8,pink,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40345,Women Tshirts,8,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40346,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40347,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40348,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40349,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40350,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40351,Women Tshirts,8,multicolor,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40352,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
40353,Women Tshirts,8,multicolor,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40354,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40355,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40356,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40358,Women Tshirts,8,maroon,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40359,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40360,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40361,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40362,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40363,Women Tshirts,8,multicolor,regular,crop,printed,default,short sleeves,regular sleeves,default,,
40364,Women Tshirts,8,black,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40365,Women Tshirts,8,black,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40366,Women Tshirts,8,black,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40367,Women Tshirts,8,maroon,regular,crop,printed,,long sleeves,cuffed sleeves,default,,
40368,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40369,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40370,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40371,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40372,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40373,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40374,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,,
40375,Women Tshirts,8,multicolor,,crop,printed,graphic,short sleeves,regular sleeves,default,,
40376,Women Tshirts,8,black,loose,crop,printed,typography,short sleeves,regular sleeves,default,,
40377,Women Tshirts,8,yellow,,crop,printed,quirky,short sleeves,regular sleeves,default,,
40378,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40379,Women Tshirts,8,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40380,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40381,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,default,,
40382,Women Tshirts,8,default,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
40384,Women Tshirts,8,pink,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
40385,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
40386,Women Tshirts,8,default,,crop,printed,funky print,short sleeves,regular sleeves,default,,
40388,Women Tshirts,8,black,,crop,printed,quirky,short sleeves,regular sleeves,default,,
